pais,iso3c,departamento,fecha_resultado,n,n_acum
Peru,PER,PUNO,2022-01-26,816,58838
Peru,PER,PUNO,2022-01-27,739,59577
Peru,PER,PUNO,2022-01-28,646,60223
Peru,PER,PUNO,2022-01-29,476,60699
Peru,PER,PUNO,2022-01-30,195,60894
Peru,PER,PUNO,2022-01-31,551,61445
Peru,PER,PUNO,2022-02-01,555,62000
Peru,PER,PUNO,2022-02-02,484,62484
Peru,PER,PUNO,2022-02-03,374,62858
Peru,PER,PUNO,2022-02-04,329,63187
Peru,PER,PUNO,2022-02-05,299,63486
Peru,PER,PUNO,2022-02-06,88,63574
Peru,PER,PUNO,2022-02-07,268,63842
Peru,PER,PUNO,2022-02-08,272,64114
Peru,PER,PUNO,2022-02-09,224,64338
Peru,PER,PUNO,2022-02-10,213,64551
Peru,PER,PUNO,2022-02-11,173,64724
Peru,PER,PUNO,2022-02-12,105,64829
Peru,PER,PUNO,2022-02-13,59,64888
Peru,PER,PUNO,2022-02-14,140,65028
Peru,PER,PUNO,2022-02-15,104,65132
Peru,PER,PUNO,2022-02-16,92,65224
Peru,PER,PUNO,2022-02-17,61,65285
Peru,PER,PUNO,2022-02-18,94,65379
Peru,PER,PUNO,2022-02-19,73,65452
Peru,PER,PUNO,2022-02-20,17,65469
Peru,PER,PUNO,2022-02-21,69,65538
Peru,PER,PUNO,2022-02-22,81,65619
Peru,PER,PUNO,2022-02-23,64,65683
Peru,PER,PUNO,2022-02-24,74,65757
Peru,PER,PUNO,2022-02-25,73,65830
Peru,PER,PUNO,2022-02-26,19,65849
Peru,PER,PUNO,2022-02-27,7,65856
Peru,PER,PUNO,2022-02-28,23,65879
Peru,PER,PUNO,2022-03-01,48,65927
Peru,PER,PUNO,2022-03-02,37,65964
Peru,PER,PUNO,2022-03-03,33,65997
Peru,PER,PUNO,2022-03-04,24,66021
Peru,PER,PUNO,2022-03-05,28,66049
Peru,PER,PUNO,2022-03-06,9,66058
Peru,PER,PUNO,2022-03-07,26,66084
Peru,PER,PUNO,2022-03-08,23,66107
Peru,PER,PUNO,2022-03-09,25,66132
Peru,PER,PUNO,2022-03-10,27,66159
Peru,PER,PUNO,2022-03-11,47,66206
Peru,PER,PUNO,2022-03-12,14,66220
Peru,PER,PUNO,2022-03-13,7,66227
Peru,PER,PUNO,2022-03-14,35,66262
Peru,PER,PUNO,2022-03-15,28,66290
Peru,PER,PUNO,2022-03-16,23,66313
Peru,PER,PUNO,2022-03-17,15,66328
Peru,PER,PUNO,2022-03-18,16,66344
Peru,PER,PUNO,2022-03-19,14,66358
Peru,PER,PUNO,2022-03-20,4,66362
Peru,PER,PUNO,2022-03-21,19,66381
Peru,PER,PUNO,2022-03-22,27,66408
Peru,PER,PUNO,2022-03-23,11,66419
Peru,PER,PUNO,2022-03-24,25,66444
Peru,PER,PUNO,2022-03-25,32,66476
Peru,PER,PUNO,2022-03-26,10,66486
Peru,PER,PUNO,2022-03-27,5,66491
Peru,PER,PUNO,2022-03-28,12,66503
Peru,PER,PUNO,2022-03-29,25,66528
Peru,PER,PUNO,2022-03-30,35,66563
Peru,PER,PUNO,2022-03-31,11,66574
Peru,PER,PUNO,2022-04-01,26,66600
Peru,PER,PUNO,2022-04-02,14,66614
Peru,PER,PUNO,2022-04-03,2,66616
Peru,PER,PUNO,2022-04-04,16,66632
Peru,PER,PUNO,2022-04-05,17,66649
Peru,PER,PUNO,2022-04-06,19,66668
Peru,PER,PUNO,2022-04-07,12,66680
Peru,PER,PUNO,2022-04-08,12,66692
Peru,PER,PUNO,2022-04-09,18,66710
Peru,PER,PUNO,2022-04-10,2,66712
Peru,PER,PUNO,2022-04-11,15,66727
Peru,PER,PUNO,2022-04-12,11,66738
Peru,PER,PUNO,2022-04-13,17,66755
Peru,PER,PUNO,2022-04-14,10,66765
Peru,PER,PUNO,2022-04-15,1,66766
Peru,PER,PUNO,2022-04-16,2,66768
Peru,PER,PUNO,2022-04-17,5,66773
Peru,PER,PUNO,2022-04-18,21,66794
Peru,PER,PUNO,2022-04-19,20,66814
Peru,PER,PUNO,2022-04-20,9,66823
Peru,PER,PUNO,2022-04-21,22,66845
Peru,PER,PUNO,2022-04-22,12,66857
Peru,PER,PUNO,2022-04-23,16,66873
Peru,PER,PUNO,2022-04-24,7,66880
Peru,PER,PUNO,2022-04-25,9,66889
Peru,PER,PUNO,2022-04-26,16,66905
Peru,PER,PUNO,2022-04-27,12,66917
Peru,PER,PUNO,2022-04-28,11,66928
Peru,PER,PUNO,2022-04-29,9,66937
Peru,PER,PUNO,2022-04-30,7,66944
Peru,PER,PUNO,2022-05-01,5,66949
Peru,PER,PUNO,2022-05-02,5,66954
Peru,PER,PUNO,2022-05-03,4,66958
Peru,PER,PUNO,2022-05-04,8,66966
Peru,PER,PUNO,2022-05-05,5,66971
Peru,PER,PUNO,2022-05-06,16,66987
Peru,PER,PUNO,2022-05-07,6,66993
Peru,PER,PUNO,2022-05-08,6,66993
Peru,PER,PUNO,2022-05-09,18,67011
Peru,PER,PUNO,2022-05-10,14,67025
Peru,PER,PUNO,2022-05-11,9,67034
Peru,PER,PUNO,2022-05-12,9,67043
Peru,PER,PUNO,2022-05-13,17,67060
Peru,PER,PUNO,2022-05-14,6,67066
Peru,PER,PUNO,2022-05-15,2,67068
Peru,PER,PUNO,2022-05-16,12,67080
Peru,PER,PUNO,2022-05-17,12,67092
Peru,PER,PUNO,2022-05-18,7,67099
Peru,PER,PUNO,2022-05-19,17,67116
Peru,PER,PUNO,2022-05-20,11,67127
Peru,PER,PUNO,2022-05-21,7,67134
Peru,PER,PUNO,2022-05-22,6,67140
Peru,PER,PUNO,2022-05-23,3,67143
Peru,PER,PUNO,2022-05-24,6,67149
Peru,PER,PUNO,2022-05-25,7,67156
Peru,PER,PUNO,2022-05-26,8,67164
Peru,PER,PUNO,2022-05-27,11,67175
Peru,PER,PUNO,2022-05-28,6,67181
Peru,PER,PUNO,2022-05-29,3,67184
Peru,PER,PUNO,2022-05-30,10,67194
Peru,PER,PUNO,2022-05-31,2,67196
Peru,PER,PUNO,2022-06-01,7,67203
Peru,PER,PUNO,2022-06-02,8,67211
Peru,PER,PUNO,2022-06-03,6,67217
Peru,PER,PUNO,2022-06-04,3,67220
Peru,PER,PUNO,2022-06-05,3,67223
Peru,PER,PUNO,2022-06-06,3,67226
Peru,PER,PUNO,2022-06-07,11,67237
Peru,PER,PUNO,2022-06-08,25,67262
Peru,PER,PUNO,2022-06-09,5,67267
Peru,PER,PUNO,2022-06-10,10,67277
Peru,PER,PUNO,2022-06-11,8,67285
Peru,PER,PUNO,2022-06-12,4,67289
Peru,PER,PUNO,2022-06-13,4,67293
Peru,PER,PUNO,2022-06-14,3,67296
Peru,PER,PUNO,2022-06-15,12,67308
Peru,PER,PUNO,2022-06-16,13,67321
Peru,PER,PUNO,2022-06-17,12,67333
Peru,PER,PUNO,2022-06-18,5,67338
Peru,PER,PUNO,2022-06-19,5,67343
Peru,PER,PUNO,2022-06-20,18,67361
Peru,PER,PUNO,2022-06-21,5,67366
Peru,PER,PUNO,2022-06-22,6,67372
Peru,PER,PUNO,2022-06-23,10,67382
Peru,PER,PUNO,2022-06-24,17,67399
Peru,PER,PUNO,2022-06-25,14,67413
Peru,PER,PUNO,2022-06-26,7,67420
Peru,PER,PUNO,2022-06-27,24,67444
Peru,PER,PUNO,2022-06-28,26,67470
Peru,PER,PUNO,2022-06-29,13,67483
Peru,PER,PUNO,2022-06-30,25,67508
Peru,PER,PUNO,2022-07-01,20,67528
Peru,PER,PUNO,2022-07-02,12,67540
Peru,PER,PUNO,2022-07-03,13,67553
Peru,PER,PUNO,2022-07-04,35,67588
Peru,PER,PUNO,2022-07-05,38,67626
Peru,PER,PUNO,2022-07-06,38,67664
Peru,PER,PUNO,2022-07-07,73,67737
Peru,PER,PUNO,2022-07-08,86,67823
Peru,PER,PUNO,2022-07-09,33,67856
Peru,PER,PUNO,2022-07-10,30,67886
Peru,PER,PUNO,2022-07-11,90,67976
Peru,PER,PUNO,2022-07-12,93,68069
Peru,PER,PUNO,2022-07-13,95,68164
Peru,PER,PUNO,2022-07-14,99,68263
Peru,PER,PUNO,2022-07-15,166,68429
Peru,PER,PUNO,2022-07-16,46,68475
Peru,PER,PUNO,2022-07-17,45,68520
Peru,PER,PUNO,2022-07-18,147,68667
Peru,PER,PUNO,2022-07-19,146,68813
Peru,PER,PUNO,2022-07-20,115,68928
Peru,PER,PUNO,2022-07-21,107,69035
Peru,PER,PUNO,2022-07-22,132,69167
Peru,PER,PUNO,2022-07-23,70,69237
Peru,PER,PUNO,2022-07-24,53,69290
Peru,PER,PUNO,2022-07-25,192,69482
Peru,PER,PUNO,2022-07-26,137,69619
Peru,PER,PUNO,2022-07-27,158,69777
Peru,PER,PUNO,2022-07-28,59,69836
Peru,PER,PUNO,2022-07-29,78,69914
Peru,PER,PUNO,2022-07-30,96,70010
Peru,PER,PUNO,2022-07-31,66,70076
Peru,PER,PUNO,2022-08-01,220,70296
Peru,PER,PUNO,2022-08-02,174,70470
Peru,PER,PUNO,2022-08-03,242,70712
Peru,PER,PUNO,2022-08-04,218,70930
Peru,PER,PUNO,2022-08-05,168,71098
Peru,PER,PUNO,2022-08-06,74,71172
Peru,PER,PUNO,2022-08-07,65,71237
Peru,PER,PUNO,2022-08-08,222,71459
Peru,PER,PUNO,2022-08-09,252,71711
Peru,PER,PUNO,2022-08-10,203,71914
Peru,PER,PUNO,2022-08-11,176,72090
Peru,PER,PUNO,2022-08-12,218,72308
Peru,PER,PUNO,2022-08-13,109,72417
Peru,PER,PUNO,2022-08-14,49,72466
Peru,PER,PUNO,2022-08-15,172,72638
Peru,PER,PUNO,2022-08-16,135,72773
Peru,PER,PUNO,2022-08-17,158,72931
Peru,PER,PUNO,2022-08-18,149,73080
Peru,PER,PUNO,2022-08-19,119,73199
Peru,PER,PUNO,2022-08-20,64,73263
Peru,PER,PUNO,2022-08-21,63,73326
Peru,PER,PUNO,2022-08-22,159,73485
Peru,PER,PUNO,2022-08-23,118,73603
Peru,PER,PUNO,2022-08-24,90,73693
Peru,PER,PUNO,2022-08-25,93,73786
Peru,PER,PUNO,2022-08-26,85,73871
Peru,PER,PUNO,2022-08-27,62,73933
Peru,PER,PUNO,2022-08-28,42,73975
Peru,PER,PUNO,2022-08-29,50,74025
Peru,PER,PUNO,2022-08-30,35,74060
Peru,PER,PUNO,2022-08-31,84,74144
Peru,PER,PUNO,2022-09-01,52,74196
Peru,PER,PUNO,2022-09-02,44,74240
Peru,PER,PUNO,2022-09-03,23,74263
Peru,PER,PUNO,2022-09-04,12,74275
Peru,PER,PUNO,2022-09-05,62,74337
Peru,PER,PUNO,2022-09-06,43,74380
Peru,PER,PUNO,2022-09-07,40,74420
Peru,PER,PUNO,2022-09-08,34,74454
Peru,PER,PUNO,2022-09-09,35,74489
Peru,PER,PUNO,2022-09-10,21,74510
Peru,PER,PUNO,2022-09-11,8,74518
Peru,PER,PUNO,2022-09-12,25,74543
Peru,PER,PUNO,2022-09-13,31,74574
Peru,PER,PUNO,2022-09-14,26,74600
Peru,PER,PUNO,2022-09-15,21,74621
Peru,PER,PUNO,2022-09-16,19,74640
Peru,PER,PUNO,2022-09-17,9,74649
Peru,PER,PUNO,2022-09-18,6,74655
Peru,PER,PUNO,2022-09-19,20,74675
Peru,PER,PUNO,2022-09-20,19,74694
Peru,PER,PUNO,2022-09-21,22,74716
Peru,PER,PUNO,2022-09-22,12,74728
Peru,PER,PUNO,2022-09-23,18,74746
Peru,PER,PUNO,2022-09-24,9,74755
Peru,PER,PUNO,2022-09-25,6,74761
Peru,PER,PUNO,2022-09-26,13,74774
Peru,PER,PUNO,2022-09-27,15,74789
Peru,PER,PUNO,2022-09-28,7,74796
Peru,PER,PUNO,2022-09-29,13,74809
Peru,PER,PUNO,2022-09-30,8,74817
Peru,PER,PUNO,2022-10-01,11,74828
Peru,PER,PUNO,2022-10-02,3,74831
Peru,PER,PUNO,2022-10-03,9,74840
Peru,PER,PUNO,2022-10-04,7,74847
Peru,PER,PUNO,2022-10-05,4,74851
Peru,PER,PUNO,2022-10-06,1,74852
Peru,PER,PUNO,2022-10-07,8,74860
Peru,PER,PUNO,2022-10-08,6,74866
Peru,PER,PUNO,2022-10-09,3,74869
Peru,PER,PUNO,2022-10-10,10,74879
Peru,PER,PUNO,2022-10-11,9,74888
Peru,PER,PUNO,2022-10-12,7,74895
Peru,PER,PUNO,2022-10-13,5,74900
Peru,PER,PUNO,2022-10-14,1,74901
Peru,PER,PUNO,2022-10-15,2,74903
Peru,PER,PUNO,2022-10-16,2,74903
Peru,PER,PUNO,2022-10-17,12,74915
Peru,PER,PUNO,2022-10-18,3,74918
Peru,PER,PUNO,2022-10-19,4,74922
Peru,PER,PUNO,2022-10-20,1,74923
Peru,PER,PUNO,2022-10-21,9,74932
Peru,PER,PUNO,2022-10-22,9,74932
Peru,PER,PUNO,2022-10-23,2,74934
Peru,PER,PUNO,2022-10-24,3,74937
Peru,PER,PUNO,2022-10-25,2,74939
Peru,PER,PUNO,2022-10-26,4,74943
Peru,PER,PUNO,2022-10-27,2,74945
Peru,PER,PUNO,2022-10-28,3,74948
Peru,PER,PUNO,2022-10-29,2,74950
Peru,PER,PUNO,2022-10-30,1,74951
Peru,PER,PUNO,2022-10-31,3,74954
Peru,PER,PUNO,2022-11-01,3,74954
Peru,PER,PUNO,2022-11-02,1,74955
Peru,PER,PUNO,2022-11-03,3,74958
Peru,PER,PUNO,2022-11-04,3,74961
Peru,PER,PUNO,2022-11-05,6,74967
Peru,PER,PUNO,2022-11-06,6,74967
Peru,PER,PUNO,2022-11-07,10,74977
Peru,PER,PUNO,2022-11-08,7,74984
Peru,PER,PUNO,2022-11-09,23,75007
Peru,PER,PUNO,2022-11-10,10,75017
Peru,PER,PUNO,2022-11-11,7,75024
Peru,PER,PUNO,2022-11-12,5,75029
Peru,PER,PUNO,2022-11-13,6,75035
Peru,PER,PUNO,2022-11-14,12,75047
Peru,PER,SAN MARTIN,2020-03-27,1,1
Peru,PER,SAN MARTIN,2020-03-28,2,3
Peru,PER,SAN MARTIN,2020-03-29,1,4
Peru,PER,SAN MARTIN,2020-03-30,1,5
Peru,PER,SAN MARTIN,2020-03-31,1,5
Peru,PER,SAN MARTIN,2020-04-01,1,5
Peru,PER,SAN MARTIN,2020-04-02,1,5
Peru,PER,SAN MARTIN,2020-04-03,3,8
Peru,PER,SAN MARTIN,2020-04-04,1,9
Peru,PER,SAN MARTIN,2020-04-05,1,9
Peru,PER,SAN MARTIN,2020-04-06,1,9
Peru,PER,SAN MARTIN,2020-04-07,3,12
Peru,PER,SAN MARTIN,2020-04-08,4,16
Peru,PER,SAN MARTIN,2020-04-09,5,21
Peru,PER,SAN MARTIN,2020-04-10,5,21
Peru,PER,SAN MARTIN,2020-04-11,15,36
Peru,PER,SAN MARTIN,2020-04-12,15,36
Peru,PER,SAN MARTIN,2020-04-13,15,36
Peru,PER,SAN MARTIN,2020-04-14,6,42
Peru,PER,SAN MARTIN,2020-04-15,13,55
Peru,PER,SAN MARTIN,2020-04-16,11,66
Peru,PER,SAN MARTIN,2020-04-17,12,78
Peru,PER,SAN MARTIN,2020-04-18,12,90
Peru,PER,SAN MARTIN,2020-04-19,1,91
Peru,PER,SAN MARTIN,2020-04-20,7,98
Peru,PER,SAN MARTIN,2020-04-21,5,103
Peru,PER,SAN MARTIN,2020-04-22,5,108
Peru,PER,SAN MARTIN,2020-04-23,2,110
Peru,PER,SAN MARTIN,2020-04-24,13,123
Peru,PER,SAN MARTIN,2020-04-25,29,152
Peru,PER,SAN MARTIN,2020-04-26,16,168
Peru,PER,SAN MARTIN,2020-04-27,23,191
Peru,PER,SAN MARTIN,2020-04-28,43,234
Peru,PER,SAN MARTIN,2020-04-29,21,255
Peru,PER,SAN MARTIN,2020-04-30,15,270
Peru,PER,SAN MARTIN,2020-05-01,18,288
Peru,PER,SAN MARTIN,2020-05-02,30,318
Peru,PER,SAN MARTIN,2020-05-03,20,338
Peru,PER,SAN MARTIN,2020-05-04,9,347
Peru,PER,SAN MARTIN,2020-05-05,20,367
Peru,PER,SAN MARTIN,2020-05-06,31,398
Peru,PER,SAN MARTIN,2020-05-07,62,460
Peru,PER,SAN MARTIN,2020-05-08,50,510
Peru,PER,SAN MARTIN,2020-05-09,28,538
Peru,PER,SAN MARTIN,2020-05-10,14,552
Peru,PER,SAN MARTIN,2020-05-11,11,563
Peru,PER,SAN MARTIN,2020-05-12,12,575
Peru,PER,SAN MARTIN,2020-05-13,29,604
Peru,PER,SAN MARTIN,2020-05-14,38,642
Peru,PER,SAN MARTIN,2020-05-15,22,664
Peru,PER,SAN MARTIN,2020-05-16,54,718
Peru,PER,SAN MARTIN,2020-05-17,19,737
Peru,PER,SAN MARTIN,2020-05-18,93,830
Peru,PER,SAN MARTIN,2020-05-19,89,919
Peru,PER,SAN MARTIN,2020-05-20,44,963
Peru,PER,SAN MARTIN,2020-05-21,52,1015
Peru,PER,SAN MARTIN,2020-05-22,27,1042
Peru,PER,SAN MARTIN,2020-05-23,20,1062
Peru,PER,SAN MARTIN,2020-05-24,15,1077
Peru,PER,SAN MARTIN,2020-05-25,28,1105
Peru,PER,SAN MARTIN,2020-05-26,63,1168
Peru,PER,SAN MARTIN,2020-05-27,65,1233
Peru,PER,SAN MARTIN,2020-05-28,67,1300
Peru,PER,SAN MARTIN,2020-05-29,52,1352
Peru,PER,SAN MARTIN,2020-05-30,64,1416
Peru,PER,SAN MARTIN,2020-05-31,39,1455
Peru,PER,SAN MARTIN,2020-06-01,97,1552
Peru,PER,SAN MARTIN,2020-06-02,106,1658
Peru,PER,SAN MARTIN,2020-06-03,67,1725
Peru,PER,SAN MARTIN,2020-06-04,79,1804
Peru,PER,SAN MARTIN,2020-06-05,71,1875
Peru,PER,SAN MARTIN,2020-06-06,68,1943
Peru,PER,SAN MARTIN,2020-06-07,55,1998
Peru,PER,SAN MARTIN,2020-06-08,158,2156
Peru,PER,SAN MARTIN,2020-06-09,109,2265
Peru,PER,SAN MARTIN,2020-06-10,147,2412
Peru,PER,SAN MARTIN,2020-06-11,258,2670
Peru,PER,SAN MARTIN,2020-06-12,226,2896
Peru,PER,SAN MARTIN,2020-06-13,123,3019
Peru,PER,SAN MARTIN,2020-06-14,17,3036
Peru,PER,SAN MARTIN,2020-06-15,55,3091
Peru,PER,SAN MARTIN,2020-06-16,152,3243
Peru,PER,SAN MARTIN,2020-06-17,87,3330
Peru,PER,SAN MARTIN,2020-06-18,140,3470
Peru,PER,SAN MARTIN,2020-06-19,136,3606
Peru,PER,SAN MARTIN,2020-06-20,170,3776
Peru,PER,SAN MARTIN,2020-06-21,17,3793
Peru,PER,SAN MARTIN,2020-06-22,177,3970
Peru,PER,SAN MARTIN,2020-06-23,169,4139
Peru,PER,SAN MARTIN,2020-06-24,182,4321
Peru,PER,SAN MARTIN,2020-06-25,241,4562
Peru,PER,SAN MARTIN,2020-06-26,299,4861
Peru,PER,SAN MARTIN,2020-06-27,208,5069
Peru,PER,SAN MARTIN,2020-06-28,61,5130
Peru,PER,SAN MARTIN,2020-06-29,212,5342
Peru,PER,SAN MARTIN,2020-06-30,260,5602
Peru,PER,SAN MARTIN,2020-07-01,190,5792
Peru,PER,SAN MARTIN,2020-07-02,208,6000
Peru,PER,SAN MARTIN,2020-07-03,161,6161
Peru,PER,SAN MARTIN,2020-07-04,156,6317
Peru,PER,SAN MARTIN,2020-07-05,100,6417
Peru,PER,SAN MARTIN,2020-07-06,92,6509
Peru,PER,SAN MARTIN,2020-07-07,67,6576
Peru,PER,SAN MARTIN,2020-07-08,76,6652
Peru,PER,SAN MARTIN,2020-07-09,89,6741
Peru,PER,SAN MARTIN,2020-07-10,180,6921
Peru,PER,SAN MARTIN,2020-07-11,93,7014
Peru,PER,SAN MARTIN,2020-07-12,51,7065
Peru,PER,SAN MARTIN,2020-07-13,57,7122
Peru,PER,SAN MARTIN,2020-07-14,104,7226
Peru,PER,SAN MARTIN,2020-07-15,92,7318
Peru,PER,SAN MARTIN,2020-07-16,102,7420
Peru,PER,SAN MARTIN,2020-07-17,87,7507
Peru,PER,SAN MARTIN,2020-07-18,170,7677
Peru,PER,SAN MARTIN,2020-07-19,36,7713
Peru,PER,SAN MARTIN,2020-07-20,128,7841
Peru,PER,SAN MARTIN,2020-07-21,158,7999
Peru,PER,SAN MARTIN,2020-07-22,192,8191
Peru,PER,SAN MARTIN,2020-07-23,225,8416
Peru,PER,SAN MARTIN,2020-07-24,218,8634
Peru,PER,SAN MARTIN,2020-07-25,230,8864
Peru,PER,SAN MARTIN,2020-07-26,51,8915
Peru,PER,SAN MARTIN,2020-07-27,238,9153
Peru,PER,SAN MARTIN,2020-07-28,87,9240
Peru,PER,SAN MARTIN,2020-07-29,171,9411
Peru,PER,SAN MARTIN,2020-07-30,174,9585
Peru,PER,SAN MARTIN,2020-07-31,205,9790
Peru,PER,SAN MARTIN,2020-08-01,153,9943
Peru,PER,SAN MARTIN,2020-08-02,54,9997
Peru,PER,SAN MARTIN,2020-08-03,200,10197
Peru,PER,SAN MARTIN,2020-08-04,229,10426
Peru,PER,SAN MARTIN,2020-08-05,183,10609
Peru,PER,SAN MARTIN,2020-08-06,273,10882
Peru,PER,SAN MARTIN,2020-08-07,180,11062
Peru,PER,SAN MARTIN,2020-08-08,167,11229
Peru,PER,SAN MARTIN,2020-08-09,47,11276
Peru,PER,SAN MARTIN,2020-08-10,218,11494
Peru,PER,SAN MARTIN,2020-08-11,213,11707
Peru,PER,SAN MARTIN,2020-08-12,211,11918
Peru,PER,SAN MARTIN,2020-08-13,164,12082
Peru,PER,SAN MARTIN,2020-08-14,157,12239
Peru,PER,SAN MARTIN,2020-08-15,128,12367
Peru,PER,SAN MARTIN,2020-08-16,50,12417
Peru,PER,SAN MARTIN,2020-08-17,224,12641
Peru,PER,SAN MARTIN,2020-08-18,186,12827
Peru,PER,SAN MARTIN,2020-08-19,180,13007
Peru,PER,SAN MARTIN,2020-08-20,194,13201
Peru,PER,SAN MARTIN,2020-08-21,134,13335
Peru,PER,SAN MARTIN,2020-08-22,127,13462
Peru,PER,SAN MARTIN,2020-08-23,42,13504
Peru,PER,SAN MARTIN,2020-08-24,211,13715
Peru,PER,SAN MARTIN,2020-08-25,325,14040
Peru,PER,SAN MARTIN,2020-08-26,168,14208
Peru,PER,SAN MARTIN,2020-08-27,148,14356
Peru,PER,SAN MARTIN,2020-08-28,230,14586
Peru,PER,SAN MARTIN,2020-08-29,94,14680
Peru,PER,SAN MARTIN,2020-08-30,38,14718
Peru,PER,SAN MARTIN,2020-08-31,117,14835
Peru,PER,SAN MARTIN,2020-09-01,145,14980
Peru,PER,SAN MARTIN,2020-09-02,180,15160
Peru,PER,SAN MARTIN,2020-09-03,120,15280
Peru,PER,SAN MARTIN,2020-09-04,210,15490
Peru,PER,SAN MARTIN,2020-09-05,99,15589
Peru,PER,SAN MARTIN,2020-09-06,31,15620
Peru,PER,SAN MARTIN,2020-09-07,125,15745
Peru,PER,SAN MARTIN,2020-09-08,202,15947
Peru,PER,SAN MARTIN,2020-09-09,154,16101
Peru,PER,SAN MARTIN,2020-09-10,234,16335
Peru,PER,SAN MARTIN,2020-09-11,272,16607
Peru,PER,SAN MARTIN,2020-09-12,128,16735
Peru,PER,SAN MARTIN,2020-09-13,41,16776
Peru,PER,SAN MARTIN,2020-09-14,219,16995
Peru,PER,SAN MARTIN,2020-09-15,129,17124
Peru,PER,SAN MARTIN,2020-09-16,149,17273
Peru,PER,SAN MARTIN,2020-09-17,146,17419
Peru,PER,SAN MARTIN,2020-09-18,158,17577
Peru,PER,SAN MARTIN,2020-09-19,117,17694
Peru,PER,SAN MARTIN,2020-09-20,25,17719
Peru,PER,SAN MARTIN,2020-09-21,152,17871
Peru,PER,SAN MARTIN,2020-09-22,151,18022
Peru,PER,SAN MARTIN,2020-09-23,157,18179
Peru,PER,SAN MARTIN,2020-09-24,148,18327
Peru,PER,SAN MARTIN,2020-09-25,140,18467
Peru,PER,SAN MARTIN,2020-09-26,126,18593
Peru,PER,SAN MARTIN,2020-09-27,54,18647
Peru,PER,SAN MARTIN,2020-09-28,74,18721
Peru,PER,SAN MARTIN,2020-09-29,72,18793
Peru,PER,SAN MARTIN,2020-09-30,69,18862
Peru,PER,SAN MARTIN,2020-10-01,86,18948
Peru,PER,SAN MARTIN,2020-10-02,90,19038
Peru,PER,SAN MARTIN,2020-10-03,86,19124
Peru,PER,SAN MARTIN,2020-10-04,31,19155
Peru,PER,SAN MARTIN,2020-10-05,116,19271
Peru,PER,SAN MARTIN,2020-10-06,175,19446
Peru,PER,SAN MARTIN,2020-10-07,171,19617
Peru,PER,SAN MARTIN,2020-10-08,118,19735
Peru,PER,SAN MARTIN,2020-10-09,159,19894
Peru,PER,SAN MARTIN,2020-10-10,109,20003
Peru,PER,SAN MARTIN,2020-10-11,67,20070
Peru,PER,SAN MARTIN,2020-10-12,149,20219
Peru,PER,SAN MARTIN,2020-10-13,200,20419
Peru,PER,SAN MARTIN,2020-10-14,189,20608
Peru,PER,SAN MARTIN,2020-10-15,207,20815
Peru,PER,SAN MARTIN,2020-10-16,136,20951
Peru,PER,SAN MARTIN,2020-10-17,78,21029
Peru,PER,SAN MARTIN,2020-10-18,32,21061
Peru,PER,SAN MARTIN,2020-10-19,102,21163
Peru,PER,SAN MARTIN,2020-10-20,99,21262
Peru,PER,SAN MARTIN,2020-10-21,143,21405
Peru,PER,SAN MARTIN,2020-10-22,75,21480
Peru,PER,SAN MARTIN,2020-10-23,111,21591
Peru,PER,SAN MARTIN,2020-10-24,75,21666
Peru,PER,SAN MARTIN,2020-10-25,40,21706
Peru,PER,SAN MARTIN,2020-10-26,118,21824
Peru,PER,SAN MARTIN,2020-10-27,120,21944
Peru,PER,SAN MARTIN,2020-10-28,102,22046
Peru,PER,SAN MARTIN,2020-10-29,182,22228
Peru,PER,SAN MARTIN,2020-10-30,122,22350
Peru,PER,SAN MARTIN,2020-10-31,98,22448
Peru,PER,SAN MARTIN,2020-11-01,78,22526
Peru,PER,SAN MARTIN,2020-11-02,124,22650
Peru,PER,SAN MARTIN,2020-11-03,68,22718
Peru,PER,SAN MARTIN,2020-11-04,99,22817
Peru,PER,SAN MARTIN,2020-11-05,97,22914
Peru,PER,SAN MARTIN,2020-11-06,97,22914
Peru,PER,SAN MARTIN,2020-11-07,104,23018
Peru,PER,SAN MARTIN,2020-11-08,42,23060
Peru,PER,SAN MARTIN,2020-11-09,67,23127
Peru,PER,SAN MARTIN,2020-11-10,91,23218
Peru,PER,SAN MARTIN,2020-11-11,66,23284
Peru,PER,SAN MARTIN,2020-11-12,103,23387
Peru,PER,SAN MARTIN,2020-11-13,108,23495
Peru,PER,SAN MARTIN,2020-11-14,42,23537
Peru,PER,SAN MARTIN,2020-11-15,30,23567
Peru,PER,SAN MARTIN,2020-11-16,77,23644
Peru,PER,SAN MARTIN,2020-11-17,82,23726
Peru,PER,SAN MARTIN,2020-11-18,50,23776
Peru,PER,SAN MARTIN,2020-11-19,82,23858
Peru,PER,SAN MARTIN,2020-11-20,106,23964
Peru,PER,SAN MARTIN,2020-11-21,45,24009
Peru,PER,SAN MARTIN,2020-11-22,17,24026
Peru,PER,SAN MARTIN,2020-11-23,125,24151
Peru,PER,SAN MARTIN,2020-11-24,65,24216
Peru,PER,SAN MARTIN,2020-11-25,64,24280
Peru,PER,SAN MARTIN,2020-11-26,76,24356
Peru,PER,SAN MARTIN,2020-11-27,68,24424
Peru,PER,SAN MARTIN,2020-11-28,67,24491
Peru,PER,SAN MARTIN,2020-11-29,35,24526
Peru,PER,SAN MARTIN,2020-11-30,57,24583
